1.92	1
2.30	2
2.81	3
2.70	4
1.90	5
2.36	6
3.03	7
1.24	8
3.49	9
1.92	10
2.87	11
2.00	12
1.90	13
0.81	14
1.93	15
1.88	16
1.68	17
1.76	18
1.97	19
2.33	20
1.50	21
2.29	22
2.76	23
2.16	24
3.34	25
2.60	26
3.10	27
2.49	28
2.34	29
2.08	30
2.53	31
1.99	32
2.04	34
2.32	35
3.39	36
2.14	37
1.79	38
2.71	39
2.07	40
1.23	41
1.87	42
2.47	43
1.20	44
2.95	45
2.26	46
2.21	47
2.76	48
2.62	49
1.69	50
1.97	51
2.14	52
2.40	53
1.97	54
2.05	55
1.81	56
2.42	57
2.23	59
2.98	60
1.00	61
2.21	62
2.01	63
2.72	64
1.76	65
2.68	66
1.99	67
2.14	68
2.48	69
2.36	70
2.17	71
2.74	72
2.05	73
2.25	74
1.81	75
1.70	76
1.42	77
1.54	78
3.08	79
2.37	80
2.33	81
2.00	82
2.42	83
2.75	84
1.58	85
1.35	86
2.39	87
2.33	88
2.53	89
2.41	90
2.52	91
2.57	92
2.39	93
2.56	94
1.46	95
2.26	96
2.55	97
2.01	98
2.79	99
1.89	100
1.75	101
2.09	102
2.48	103
2.33	104
2.15	105
2.67	106
2.44	107
2.62	108
2.15	109
2.48	110
3.73	111
1.52	112
3.23	113
2.72	114
2.92	115
1.73	116
2.41	117
1.94	118
1.66	119
2.21	120
2.49	122
2.32	123
2.04	124
2.42	125
2.38	126
1.96	127
2.75	128
2.58	129
2.41	130
2.34	131
2.21	132
1.68	133
1.85	134
2.30	135
2.50	136
3.62	137
2.63	138
2.90	139
2.56	140
1.95	141
2.14	142
2.14	143
2.43	144
2.98	145
2.86	146
2.12	147
2.30	148
1.66	149
1.38	150
2.05	151
1.85	152
1.89	153
2.16	155
2.93	156
1.53	157
2.44	158
2.64	159
3.55	160
2.22	161
2.58	162
2.47	163
3.50	164
2.31	165
2.37	166
2.12	167
2.26	168
2.21	169
2.55	170
2.42	171
3.20	172
1.96	173
2.24	174
2.09	176
1.20	177
2.21	178
2.13	179
1.54	180
2.55	181
2.15	182
2.27	183
2.61	184
2.12	185
2.84	186
2.38	187
2.85	188
2.56	189
2.46	190
2.22	191
2.42	192
3.06	193
2.22	194
1.62	195
1.90	196
1.95	197
2.21	198
2.64	199
2.28	200
2.00	201
2.65	203
2.64	204
2.53	205
1.78	207
1.92	208
1.31	209
2.30	210
3.19	211
2.38	212
2.58	213
1.99	214
1.63	215
2.51	216
1.87	217
0.88	218
1.96	219
2.49	220
1.37	221
3.08	222
2.16	223
2.96	224
2.16	225
2.31	227
2.41	228
2.52	229
2.45	230
2.11	231
2.21	232
2.67	233
2.16	234
2.60	235
2.00	236
1.69	237
2.49	238
2.67	239
1.68	240
3.14	241
2.38	242
2.00	243
1.57	244
2.55	245
2.42	246
1.47	247
1.81	248
2.17	249
2.76	250
3.22	251
2.46	252
2.18	253
2.67	254
2.12	255
3.20	256
1.93	257
2.40	258
1.98	259
2.13	260
1.88	261
2.23	263
2.20	264
2.25	266
2.33	267
2.84	268
1.38	269
2.43	270
2.36	271
2.90	272
2.59	273
3.20	274
2.42	275
2.30	276
2.07	277
2.17	278
2.31	279
2.10	280
2.19	281
2.60	282
2.73	283
1.52	284
2.12	285
1.43	286
1.78	287
1.99	288
2.29	289
2.64	290
1.91	291
1.27	292
1.91	293
2.08	294
2.09	295
2.26	296
1.82	297
2.28	298
1.56	299
2.72	300
2.76	301
2.47	302
1.75	303
2.74	304
2.53	305
3.13	306
1.15	307
2.34	308
2.87	309
1.79	310
2.77	311
1.36	312
1.84	313
1.67	314
1.55	315
2.43	316
2.36	317
2.36	318
1.68	319
2.11	320
2.17	321
1.99	322
1.72	323
2.29	324
2.30	325
2.26	326
2.13	327
1.96	328
2.07	329
2.74	330
2.87	331
1.61	332
2.60	333
2.25	334
2.42	335
2.36	336
1.92	337
1.95	338
2.43	339
2.12	340
2.38	341
1.95	342
1.99	343
2.39	344
1.68	345
2.43	346
2.18	347
1.93	348
2.52	349
2.14	351
3.32	352
1.93	353
2.40	354
3.25	355
2.10	356
2.17	357
2.32	358
3.53	359
2.98	360
1.50	361
2.03	362
2.14	363
1.90	364
2.50	365
2.99	366
2.24	367
1.88	368
2.56	369
1.54	370
2.53	371
2.05	372
1.96	373
2.10	374
2.34	375
1.86	376
1.92	377
2.39	378
2.63	379
2.45	380
2.77	381
2.69	382
2.04	383
2.26	384
1.16	385
2.37	386
2.13	387
1.29	388
2.82	389
2.20	390
2.97	391
2.51	392
2.09	393
3.26	394
2.61	395
2.56	396
1.82	397
2.29	398
2.63	399
2.06	400
2.17	401
2.30	402
2.42	403
2.44	404
1.12	405
2.85	406
2.42	407
1.60	408
3.13	409
2.43	410
2.22	411
1.88	412
2.49	413
2.89	414
1.82	415
3.28	416
2.32	417
1.80	418
2.47	419
2.40	420
2.42	421
2.24	422
1.73	423
3.18	424
0.98	426
2.21	427
2.30	428
2.33	429
1.94	430
1.41	431
2.02	432
2.53	433
2.31	434
1.98	435
2.11	436
2.24	437
2.16	438
2.03	439
2.58	440
2.24	441
2.16	442
1.74	443
2.85	444
2.08	445
1.98	446
1.90	447
2.22	448
2.08	449
2.80	450
2.67	451
2.19	452
1.88	453
2.41	454
1.93	455
1.91	456
2.51	457
2.50	458
2.42	459
1.69	460
1.62	461
2.04	462
1.55	463
1.95	464
2.66	465
2.18	466
3.05	467
2.17	468
2.71	469
2.14	470
2.61	471
2.44	472
2.36	473
1.15	474
2.66	475
2.30	476
2.07	477
2.64	478
2.10	479
2.44	481
2.48	482
2.67	483
2.11	484
1.78	485
2.34	486
2.60	487
2.39	488
1.76	489
2.02	490
2.38	491
2.34	492
1.92	493
3.20	494
1.78	495
1.96	496
2.78	497
1.91	498
1.32	499
2.28	500
1.75	501
1.42	502
2.45	503
2.42	504
2.66	505
2.45	506
2.40	507
2.35	508
1.73	509
1.62	510
2.73	511
2.29	512
2.03	515
2.05	516
2.18	517
2.29	518
1.67	519
2.29	520
2.41	521
2.30	522
2.66	523
2.42	524
1.94	525
2.14	526
2.14	527
2.01	528
2.64	529
2.44	531
2.31	532
2.52	533
2.21	534
1.41	535
2.24	536
2.01	537
2.42	538
2.39	540
2.35	541
2.93	542
1.53	544
1.80	545
2.64	546
2.02	547
2.24	548
2.03	550
2.59	551
2.57	552
2.58	553
1.72	554
1.81	555
1.87	557
1.83	559
1.55	560
2.04	561
2.79	562
0.78	563
2.16	564
3.16	565
2.50	566
2.32	567
1.97	568
2.42	569
2.83	570
2.39	571
1.85	572
2.07	573
2.68	574
1.90	575
1.95	576
2.18	577
2.46	578
2.22	579
2.40	580
2.20	581
2.09	582
1.48	584
2.01	585
3.31	586
2.01	587
2.57	588
2.17	589
2.57	590
1.98	591
1.74	592
2.38	593
1.77	594
0.92	595
1.83	597
1.78	598
2.08	599
2.00	600
2.48	601
2.51	602
2.51	603
1.99	604
2.10	605
2.22	606
2.42	607
2.70	608
1.65	609
2.37	610
3.16	611
2.46	612
2.45	613
2.50	614
2.80	615
2.39	616
2.19	617
2.48	618
2.41	619
2.08	620
2.49	621
2.80	622
1.39	623
2.78	624
2.48	625
1.98	626
3.50	627
1.66	628
2.29	629
3.20	630
3.28	631
1.94	632
2.00	633
2.09	634
2.57	635
2.58	636
2.51	638
2.14	639
2.53	640
2.30	641
1.43	642
1.94	643
2.26	644
1.79	646
2.21	647
1.23	648
1.66	649
2.62	650
2.34	651
2.19	652
2.07	653
0.77	654
2.06	655
2.62	656
2.68	657
2.11	658
2.74	659
1.90	660
1.68	661
2.54	662
2.39	663
2.88	664
2.27	665
2.07	666
2.84	668
2.31	669
2.45	670
2.66	671
2.18	672
2.14	673
2.17	675
2.72	676
1.95	677
1.90	678
1.45	679
2.43	681
2.04	682
2.66	683
2.36	684
2.60	685
1.77	686
2.01	687
2.75	688
2.05	689
2.96	690
1.97	691
1.90	692
2.73	693
1.22	694
2.66	695
2.28	696
2.48	697
2.04	698
1.86	699
1.48	700
2.35	701
2.21	702
2.25	703
2.95	704
2.17	705
1.54	706
2.10	707
2.74	708
2.86	709
2.39	710
3.22	711
2.09	712
1.90	713
2.81	714
2.25	715
2.30	716
2.03	717
1.68	718
2.11	719
2.78	720
1.96	721
2.28	722
1.34	723
1.92	724
2.89	725
2.19	726
2.06	727
2.53	728
1.71	729
2.21	730
1.04	731
2.21	733
2.19	734
2.57	735
2.24	736
2.58	737
2.68	738
3.11	739
2.33	740
2.15	741
2.05	742
2.68	743
2.43	744
2.25	745
2.51	746
2.22	748
2.82	749
2.64	750
2.90	751
1.49	752
3.26	753
1.76	754
1.22	755
2.28	756
1.47	757
2.30	758
2.39	759
2.15	760
2.18	761
2.50	763
1.91	764
1.66	765
2.70	766
2.63	767
2.93	768
1.64	769
2.73	770
1.32	771
2.23	772
2.14	773
2.21	774
1.42	776
2.46	777
2.60	778
2.09	779
2.04	780
1.97	781
2.69	782
3.17	783
2.24	784
3.09	785
2.34	786
1.67	787
2.43	788
2.13	789
2.96	790
3.28	791
2.76	792
2.27	793
2.17	794
1.13	795
3.38	796
2.16	797
1.55	798
2.41	799
2.19	800
2.03	801
1.42	802
1.45	803
2.65	804
1.92	805
1.59	806
2.86	807
1.97	808
2.22	809
1.83	810
2.30	811
2.56	812
2.22	813
1.75	814
1.66	815
1.97	816
2.63	817
2.26	818
1.81	819
2.27	820
1.58	821
2.56	822
1.36	823
2.36	824
1.66	825
1.80	826
1.86	827
2.80	828
1.71	829
3.18	830
2.50	831
2.23	832
2.54	833
3.32	834
2.02	835
2.00	836
2.54	837
1.63	838
3.20	839
1.96	840
1.61	841
2.90	842
2.18	843
2.18	844
1.55	845
2.37	846
2.48	847
2.68	848
2.24	849
2.33	850
2.14	851
3.01	852
2.38	853
1.91	854
2.88	855
2.68	856
3.36	857
2.15	859
2.61	861
1.76	862
2.73	863
1.81	864
3.41	865
2.66	866
1.84	867
2.45	868
2.86	869
2.61	870
2.24	871
2.41	872
2.08	873
2.90	874
2.16	875
2.78	876
2.23	877
2.33	878
2.67	879
2.40	880
2.52	881
1.21	882
2.12	883
2.86	884
2.60	885
2.72	886
2.28	887
1.93	888
2.24	889
1.28	890
2.17	891
2.22	892
2.13	893
2.80	894
2.93	895
2.56	896
2.17	897
3.29	898
2.15	899
3.53	900
2.10	901
2.10	902
1.96	903
2.48	904
2.83	905
2.52	906
3.13	907
2.69	908
2.51	909
2.09	910
2.49	911
2.27	912
2.53	913
2.38	914
2.22	915
2.07	917
2.11	918
1.46	919
2.69	920
2.51	921
2.59	922
2.42	923
2.59	924
1.66	925
1.96	926
3.32	927
1.75	928
2.50	929
2.95	930
2.16	931
3.62	932
2.70	933
2.04	934
1.96	935
2.17	937
2.32	938
2.47	939
2.56	940
3.33	941
2.58	942
2.22	943
3.08	944
1.95	945
2.33	946
2.48	947
2.18	948
2.24	949
1.52	952
2.40	953
2.94	954
2.92	955
2.60	956
1.73	957
2.36	958
2.54	959
2.27	960
2.42	961
1.71	962
1.41	963
2.99	964
2.04	965
1.55	966
2.76	967
2.36	968
1.61	969
2.53	970
2.43	972
2.17	973
2.69	974
2.64	975
2.64	976
1.97	977
1.86	978
1.72	979
2.90	980
2.84	981
1.12	982
2.85	983
2.12	984
2.76	985
2.78	986
2.18	987
2.73	988
1.65	989
2.62	990
2.03	991
2.29	992
2.00	993
2.10	994
2.30	995
2.29	996
2.77	997
2.06	998
2.62	999
2.43	1000
2.06	1001
2.21	1002
2.31	1003
1.20	1004
2.48	1005
2.23	1006
2.01	1007
2.34	1008
2.73	1009
2.07	1010
2.05	1011
2.04	1012
2.23	1013
2.53	1014
2.31	1015
2.57	1016
2.27	1017
2.48	1018
2.26	1019
2.98	1020
1.62	1021
2.52	1022
2.43	1023
2.99	1025
2.29	1026
1.94	1027
2.82	1028
1.99	1029
2.50	1030
2.56	1031
2.18	1032
2.45	1033
2.62	1034
2.22	1035
2.28	1036
2.75	1037
2.69	1038
2.62	1039
2.39	1040
2.91	1041
1.92	1042
2.19	1043
2.11	1044
1.52	1045
2.17	1046
1.95	1047
2.08	1048
2.21	1049
2.17	1050
2.74	1051
2.06	1052
2.55	1053
2.62	1054
2.33	1055
2.38	1056
2.51	1057
1.95	1058
2.22	1059
2.72	1060
2.21	1061
3.68	1062
2.11	1063
1.84	1064
2.39	1065
2.17	1066
2.12	1067
1.95	1068
2.81	1069
2.24	1070
2.43	1071
2.02	1072
2.54	1073
2.02	1074
2.26	1075
3.21	1076
2.19	1077
2.00	1078
2.31	1079
2.11	1080
2.04	1081
2.66	1082
2.17	1083
2.73	1084
2.56	1085
2.88	1086
1.55	1087
2.83	1088
2.86	1089
2.73	1090
2.07	1091
2.20	1092
2.50	1093
2.01	1094
1.49	1095
1.41	1096
2.96	1097
1.16	1098
2.14	1099
2.24	1100
2.27	1101
2.28	1102
2.26	1103
1.25	1104
1.40	1105
2.92	1106
2.40	1107
2.26	1108
1.93	1109
1.80	1110
2.39	1111
2.45	1113
2.82	1114
2.11	1115
2.09	1116
1.20	1117
1.91	1118
3.39	1119
2.25	1120
2.26	1121
2.90	1122
1.27	1123
2.04	1124
2.78	1125
1.08	1126
1.87	1127
2.19	1128
2.01	1129
2.27	1130
2.71	1131
2.18	1132
2.04	1133
1.42	1134
3.11	1135
1.97	1136
2.70	1137
1.97	1138
2.45	1139
2.26	1140
2.16	1141
3.29	1142
2.33	1143
1.93	1144
2.63	1145
2.16	1146
2.26	1147
2.26	1148
2.52	1149
1.26	1150
2.17	1151
2.38	1152
1.82	1153
1.81	1154
1.12	1155
2.03	1156
3.25	1157
2.00	1158
2.25	1159
2.08	1160
3.45	1161
2.58	1162
2.40	1163
1.70	1164
2.44	1165
1.56	1166
1.64	1167
1.74	1168
2.82	1169
2.24	1170
2.20	1171
2.95	1172
2.38	1173
2.41	1174
2.37	1175
2.39	1176
2.76	1177
1.35	1178
1.70	1179
2.48	1180
2.66	1181
1.73	1182
2.83	1183
2.30	1184
2.55	1185
1.87	1186
2.11	1187
2.16	1188
2.45	1189
2.16	1190
1.97	1191
1.65	1192
2.35	1193
2.17	1194
2.62	1195
2.68	1196
2.56	1197
2.43	1198
2.09	1199
2.42	1200
2.09	1201
2.30	1202
2.55	1203
1.83	1204
2.52	1205
2.21	1206
2.35	1207
1.96	1208
2.69	1209
2.35	1210
2.17	1211
2.63	1212
2.50	1213
2.61	1214
2.25	1215
2.85	1216
2.70	1217
3.18	1218
2.41	1219
2.16	1220
2.07	1221
1.69	1222
2.49	1223
2.61	1224
2.00	1225
2.31	1226
1.57	1227
1.52	1228
1.22	1229
1.90	1230
1.53	1231
1.57	1232
2.43	1233
2.24	1234
1.59	1235
1.35	1236
2.26	1237
2.00	1238
1.85	1239
1.90	1240
3.01	1241
3.29	1242
2.14	1243
1.40	1244
2.50	1245
2.96	1246
1.77	1247
2.18	1248
2.70	1249
1.78	1250
2.08	1251
2.94	1252
3.14	1253
1.75	1254
2.40	1255
2.05	1256
2.12	1257
2.31	1258
1.94	1259
2.06	1260
2.33	1261
1.76	1262
2.05	1263
0.79	1264
2.07	1265
2.18	1266
2.56	1267
2.60	1268
2.47	1269
2.23	1270
2.03	1271
2.05	1272
1.71	1273
2.18	1274
1.33	1275
2.50	1276
2.34	1277
1.86	1278
2.58	1279
2.33	1280
2.41	1281
1.96	1282
1.74	1283
2.38	1284
2.85	1285
1.98	1286
