30,792
15,462
16,451
28,448
12,445
11,443
13,442
9,440
25,440
14,437
8,434
21,433
29,429
18,428
4,427
24,426
7,424
23,421
20,420
17,411
19,411
27,409
10,407
22,407
6,405
26,394
2,392
5,388
3,384
31,315
1,112
