30,483
24,364
22,362
10,361
21,356
7,354
16,354
11,352
4,351
25,350
20,347
17,344
27,343
18,342
8,341
9,341
26,341
3,341
28,339
29,337
6,334
14,334
23,333
2,331
5,331
12,330
13,325
19,321
15,319
1,202
31,168
