Action,F,192,18.0
Action,F,220,19.0
Action,F,213,20.0
Action,F,258,21.0
Action,F,263,22.0
Action,F,255,23.0
Action,F,237,24.0
Action,F,276,25.0
Action,F,251,26.0
Action,F,249,27.0
Action,F,278,28.0
Action,F,252,29.0
Action,F,266,30.0
Action,F,276,31.0
Action,F,229,32.0
Action,F,291,33.0
Action,F,266,34.0
Action,F,293,35.0
Action,F,225,36.0
Action,F,239,37.0
Action,F,230,38.0
Action,F,225,39.0
Action,F,213,40.0
Action,F,194,41.0
Action,F,211,42.0
Action,F,187,43.0
Action,F,159,44.0
Action,F,176,45.0
Action,F,158,46.0
Action,F,130,47.0
Action,F,150,48.0
Action,F,103,49.0
Action,F,107,50.0
Action,F,134,51.0
Action,F,96,52.0
Action,F,95,53.0
Action,F,90,54.0
Action,F,67,55.0
Action,F,70,56.0
Action,F,69,57.0
Action,F,48,58.0
Action,F,45,59.0
Action,F,62,60.0
Action,F,55,61.0
Action,F,27,62.0
Action,F,37,63.0
Action,M,157,20.0
Action,M,192,21.0
Action,M,233,22.0
Action,M,233,23.0
Action,M,216,24.0
Action,M,243,25.0
Action,M,262,26.0
Action,M,211,27.0
Action,M,220,28.0
Action,M,190,29.0
Action,M,136,30.0
Action,M,113,31.0
Action,M,83,32.0
Action,M,65,33.0
Action,M,46,34.0
Action,M,23,35.0
Action,M,11,36.0
Action,M,13,37.0
Action,M,5,38.0
Action,M,3,39.0
Action,M,4,41.0
Action,M,1,50.0
Adventure,M,1,26.0
Animation,F,155,18.0
Animation,F,202,19.0
Animation,F,221,20.0
Animation,F,233,21.0
Animation,F,228,22.0
Animation,F,233,23.0
Animation,F,251,24.0
Animation,F,242,25.0
Animation,F,238,26.0
Animation,F,249,27.0
Animation,F,252,28.0
Animation,F,271,29.0
Animation,F,256,30.0
Animation,F,262,31.0
Animation,F,241,32.0
Animation,F,285,33.0
Animation,F,259,34.0
Animation,F,272,35.0
Animation,F,239,36.0
Animation,F,240,37.0
Animation,F,250,38.0
Animation,F,207,39.0
Animation,F,213,40.0
Animation,F,233,41.0
Animation,F,179,42.0
Animation,F,190,43.0
Animation,F,193,44.0
Animation,F,162,45.0
Animation,F,156,46.0
Animation,F,151,47.0
Animation,F,137,48.0
Animation,F,127,49.0
Animation,F,116,50.0
Animation,F,113,51.0
Animation,F,116,52.0
Animation,F,95,53.0
Animation,F,97,54.0
Animation,F,66,55.0
Animation,F,68,56.0
Animation,F,73,57.0
Animation,F,64,58.0
Animation,F,39,59.0
Animation,F,35,60.0
Animation,F,44,61.0
Animation,F,38,62.0
Animation,F,30,63.0
Animation,M,133,20.0
