Action,F,214,18.0
Action,F,291,19.0
Action,F,363,20.0
Action,F,400,21.0
Action,F,501,22.0
Action,F,520,23.0
Action,F,630,24.0
Action,F,617,25.0
Action,F,630,26.0
Action,F,609,27.0
Action,F,618,28.0
Action,F,618,29.0
Action,F,547,30.0
Action,F,474,31.0
Action,F,459,32.0
Action,F,387,33.0
Action,F,313,34.0
Action,F,223,35.0
Action,F,216,36.0
Action,F,159,37.0
Action,F,104,38.0
Action,F,58,39.0
Action,F,49,40.0
Action,F,52,41.0
Action,F,18,42.0
Action,F,16,43.0
Action,F,12,44.0
Action,F,6,45.0
Action,F,1,46.0
Action,F,2,47.0
Action,M,3201,18.0
Action,M,4420,19.0
Action,M,5363,20.0
Action,M,6418,21.0
Action,M,7276,22.0
Action,M,7791,23.0
Action,M,8416,24.0
Action,M,8343,25.0
Action,M,8069,26.0
Action,M,7465,27.0
Action,M,6723,28.0
Action,M,5835,29.0
Action,M,4707,30.0
Action,M,3755,31.0
Action,M,2799,32.0
Action,M,2152,33.0
Action,M,1436,34.0
Action,M,940,35.0
Action,M,625,36.0
Action,M,385,37.0
Action,M,268,38.0
Action,M,161,39.0
Action,M,86,40.0
Action,M,30,41.0
Action,M,17,42.0
Action,M,9,43.0
Adventure,F,191,18.0
Adventure,F,317,19.0
Adventure,F,343,20.0
Adventure,F,400,21.0
Adventure,F,473,22.0
Adventure,F,558,23.0
Adventure,F,588,24.0
Adventure,F,646,25.0
Adventure,F,691,26.0
Adventure,F,632,27.0
Adventure,F,634,28.0
Adventure,F,595,29.0
Adventure,F,571,30.0
Adventure,F,478,31.0
Adventure,F,458,32.0
Adventure,F,393,33.0
Adventure,F,309,34.0
Adventure,F,274,35.0
Adventure,F,214,36.0
Adventure,F,155,37.0
Adventure,F,131,38.0
Adventure,F,62,39.0
Adventure,F,75,40.0
Adventure,F,35,41.0
Adventure,F,19,42.0
Adventure,F,15,43.0
Adventure,F,10,44.0
Adventure,F,5,45.0
Adventure,F,4,46.0
Adventure,F,2,47.0
Adventure,M,1724,18.0
Adventure,M,2515,19.0
Adventure,M,3076,20.0
Adventure,M,3601,21.0
Adventure,M,4125,22.0
Adventure,M,4311,23.0
Adventure,M,4545,24.0
Adventure,M,4587,25.0
Adventure,M,4389,26.0
Adventure,M,4085,27.0
Adventure,M,3735,28.0
Adventure,M,3190,29.0
Adventure,M,2593,30.0
Adventure,M,2073,31.0
Adventure,M,1547,32.0
Adventure,M,1113,33.0
Adventure,M,852,34.0
Adventure,M,557,35.0
Adventure,M,311,36.0
Adventure,M,207,37.0
Adventure,M,162,38.0
Adventure,M,85,39.0
Adventure,M,37,40.0
Adventure,M,14,41.0
Adventure,M,16,42.0
Adventure,M,4,43.0
Animation,F,201,18.0
Animation,F,262,19.0
Animation,F,322,20.0
Animation,F,338,21.0
Animation,F,425,22.0
Animation,F,503,23.0
Animation,F,495,24.0
Animation,F,557,25.0
Animation,F,572,26.0
Animation,F,585,27.0
Animation,F,617,28.0
Animation,F,559,29.0
Animation,F,463,30.0
Animation,F,432,31.0
Animation,F,434,32.0
Animation,F,334,33.0
Animation,F,271,34.0
Animation,F,232,35.0
Animation,F,183,36.0
Animation,F,128,37.0
Animation,F,95,38.0
Animation,F,55,39.0
Animation,F,50,40.0
Animation,F,30,41.0
Animation,F,22,42.0
Animation,F,10,43.0
Animation,F,9,44.0
Animation,F,4,45.0
Animation,F,4,46.0
Animation,F,4,47.0
Animation,M,479,18.0
Animation,M,598,19.0
Animation,M,820,20.0
Animation,M,1037,21.0
Animation,M,1084,22.0
Animation,M,1129,23.0
Animation,M,1249,24.0
Animation,M,1302,25.0
Animation,M,1158,26.0
Animation,M,1081,27.0
Animation,M,966,28.0
Animation,M,836,29.0
Animation,M,695,30.0
Animation,M,575,31.0
Animation,M,423,32.0
Animation,M,317,33.0
Animation,M,226,34.0
Animation,M,161,35.0
Animation,M,71,36.0
Animation,M,62,37.0
Animation,M,32,38.0
Animation,M,24,39.0
Animation,M,11,40.0
Animation,M,3,41.0
Animation,M,4,42.0
Biography,F,68,18.0
Biography,F,106,19.0
Biography,F,157,20.0
Biography,F,144,21.0
Biography,F,188,22.0
Biography,F,199,23.0
Biography,F,242,24.0
Biography,F,253,25.0
Biography,F,245,26.0
Biography,F,282,27.0
Biography,F,213,28.0
Biography,F,254,29.0
Biography,F,237,30.0
Biography,F,190,31.0
Biography,F,181,32.0
Biography,F,152,33.0
Biography,F,125,34.0
Biography,F,96,35.0
Biography,F,70,36.0
Biography,F,67,37.0
Biography,F,35,38.0
Biography,F,30,39.0
Biography,F,27,40.0
Biography,F,13,41.0
Biography,F,12,42.0
Biography,F,8,43.0
Biography,F,1,45.0
Biography,F,2,46.0
Biography,M,2,29.0
Comedy,F,185,18.0
Comedy,F,271,19.0
Comedy,F,297,20.0
Comedy,F,374,21.0
Comedy,F,445,22.0
Comedy,F,472,23.0
Comedy,F,543,24.0
Comedy,F,614,25.0
Comedy,F,570,26.0
Comedy,F,614,27.0
Comedy,F,592,28.0
Comedy,F,495,29.0
Comedy,F,514,30.0
Comedy,F,406,31.0
Comedy,F,420,32.0
Comedy,F,342,33.0
