14,52
30,51
29,46
17,45
21,44
5,44
7,43
26,43
23,42
9,42
27,42
4,41
13,41
11,40
24,40
12,39
28,39
20,38
8,37
10,36
6,35
15,35
18,34
19,33
16,33
2,31
25,30
22,29
3,29
1,23
31,20
